"","GeneName"
"8012","Pde4a"
"8013","Prkar1a"
"8014","Yeats4"
"8015","Cgn"
"8016","Pip5k1a"
"8017","Rprd2"
"8018","Parp1"
"8019","Ppp1r12a"
"8020","Icam5"
"8021","Syt1"
"8022","Nav3"
"8023","Pex11b"
"8024","Osbpl8"
"8025","Cnih3"
"8026","Ankrd34a"
"8027","Tbc1d30"
"8028","Krr1"
"8029","Lin7a"
"8030","Fam104a"
"8031","Cdc5l"
"8032","Tmem151b"
"8033","Ppfia2"
"8034","Slc6a15"
"8035","Hsp90ab1"
"8036","Pde4dip"
"8037","Celf3"
"8038","Cand1"
"8039","Klhdc3"
"8040","Kcnd3"
"8041","Cdkn2d"
"8042","Ilf3"
"8043","Cdk17"
"8044","Slc6a17"
"8045","Cnpy3"
"8046","Fat3"
"8047","Sort1"
"8048","Tbcc"
"8049","Celsr2"
"8050","Nrxn2"
"8051","Kcnc4"
"8052","Cnst"
"8053","Prkca"
"8054","Hid1"
"8055","Mark1"
"8056","Gm15688"
"8057","Atg13"
"8058","Ece2"
"8059","Fam185a"
"8060","Rgs13"
"8061","Eif2s3y"
"8062","Dnajb6"
"8063","Capn10"
"8064","Fras1"
"8065","Ythdf2"
"8066","Snhg12"
"8067","Tuba1b"
"8068","Epha10"
"8069","Rspo1"
"8070","Pcdhb9"
"8071","Zfp512"
"8072","A430033K04Rik"
"8073","Ccdc184"
"8074","Pld5"
"8075","Myt1"
"8076","Slc37a3"
"8077","Pex14"
"8078","Cpne5"
"8079","Gabrg1"
"8080","Btbd3"
"8081","Ssu72"
"8082","Chgb"
"8083","Tyw3"
"8084","Rabggtb"
"8085","Pnck"
"8086","Fam163b"
"8087","Fem1c"
"8088","Ppil2"
"8089","1700056N10Rik"
"8090","Arhgap15"
"8091","Necab3"
"8092","Tyw5"
"8093","Pcdh7"
"8094","Necab1"
"8095","Nifk"
"8096","Cdk5rap1"
"8097","BC051226"
"8098","Strip2"
"8099","Zbtb34"
"8100","Igfn1"
"8101","Peli3"
"8102","Smc1a"
"8103","Scg5"
"8104","6330409D20Rik"
"8105","Ggct"
"8106","Pnma3"
"8107","Gm7879"
"8108","Snd1"
"8109","Hdgfrp2"
"8110","Mettl22"
"8111","Cfap69"
"8112","Epha5"
"8113","Eef1g"
"8114","Bex1"
"8115","Myo5b"
"8116","Mpc2"
"8117","Wbp5"
"8118","Ngfrap1"
"8119","Rsrp1"
"8120","Nupl1"
"8121","Jsrp1"
"8122","Cbx8"
"8123","Lmnb2"
"8124","Abcc12"
"8125","Gm16105"
"8126","1500009L16Rik"
"8127","Gadd45gip1"
"8128","Dact1"
"8129","Tpgs1"
"8130","B4galt7"
"8131","Fn3k"
"8132","Nop16"
"8133","Ccdc79"
"8134","Nell1"
"8135","3010026O09Rik"
"8136","Ccl17"
"8137","Mlip"
"8138","Krt12"
"8139","A830036E02Rik"
"8140","Gm20498"
"8141","Vdac3"
"8142","Bbs4"
"8143","Tmem202"
"8144","Polr3d"
"8145","Kcnh5"
"8146","Fam19a2"
"8147","Gm17324"
"8148","Nefl"
"8149","2900079G21Rik"
"8150","Lrrc16b"
"8151","Rnf167"
"8152","Rpf2"
"8153","Grwd1"
"8154","4732419C18Rik"
"8155","6330403K07Rik"
"8156","Gm27030"
"8157","Banp"
"8158","Sh3bgrl2"
"8159","Dkkl1"
"8160","Cep164"
"8161","Fbll1"
"8162","Nfil3"
"8163","Nrxn3"
"8164","Eef1e1"
"8165","Auh"
"8166","Ppp1r26"
"8167","D130043K22Rik"
"8168","Nxpe3"
"8169","Scn4b"
"8170","Pip5kl1"
"8171","Gls2"
"8172","Htr1d"
"8173","Esrrg"
"8174","Smim17"
"8175","Aars2"
"8176","Ppfia4"
"8177","Olfm3"
"8178","Kcng2"
"8179","Nefh"
"8180","RP23-212H18.4"
"8181","Gm13629"
"8182","Uqcc1"
"8183","Cplx1"
"8184","Parg"
"8185","Gm17484"
"8186","1700015F17Rik"
"8187","Abca3"
"8188","Psap"
"8189","Sntb2"
"8190","Grik2"
"8191","Chpf2"
"8192","Lrfn4"
"8193","Slc1a6"
"8194","Nkain3"
"8195","Pxylp1"
"8196","Lig3"
"8197","Gramd1a"
"8198","Rcor3"
"8199","Tmem132e"
"8200","Rars2"
"8201","Rpn1"
"8202","Gpr83"
"8203","Fgf10"
"8204","Npr2"
"8205","Car7"
"8206","Cdadc1"
"8207","Kcnc3"
"8208","Oprd1"
"8209","Slc24a4"
"8210","Fzd8"
"8211","DHRSX"
"8212","Sun1"
"8213","P4htm"
"8214","Pdzrn4"
"8215","Eml6"
"8216","Ulk4"
"8217","D930048G16Rik"
"8218","Dvl1"
"8219","Fggy"
"8220","Insl5"
"8221","Kdelr1"
"8222","Asphd1"
"8223","Zcchc11"
"8224","Kcnh3"
"8225","Ficd"
"8226","Faf1"
"8227","Dennd6b"
"8228","Robo3"
"8229","Morn1"
"8230","Ciao1"
"8231","Zfyve27"
"8232","St3gal3"
"8233","Gabrd"
"8234","Gm16052"
"8235","B930041F14Rik"
"8236","Amd2"
"8237","C1qtnf4"
"8238","Ntsr1"
"8239","Trub2"
"8240","Sstr2"
"8241","Runx2"
"8242","Ramp3"
"8243","Atp1a1"
"8244","Vezt"
"8245","Kansl3"
"8246","Adrb3"
"8247","Spag6l"
"8248","Bahcc1"
"8249","Npy5r"
"8250","Cep44"
"8251","Dolk"
"8252","Lpl"
"8253","Dctd"
"8254","Gm15879"
"8255","Ppargc1b"
"8256","Aup1"
"8257","Mfsd10"
"8258","Nup107"
"8259","C2cd5"
"8260","Ddx39"
"8261","Mbd6"
"8262","6430584L05Rik"
"8263","Galnt11"
"8264","Ccdc93"
"8265","Zfp384"
"8266","Mgat5b"
"8267","Sacs"
"8268","Dpp6"
"8269","Slc35b4"
"8270","RP23-54G8.4"
"8271","Tcea2"
"8272","5330417C22Rik"
"8273","Lmbrd2"
"8274","Cc2d1a"
"8275","Cep131"
"8276","Il17d"
"8277","Prmt6"
"8278","Prpf39"
"8279","RP24-143K11.2"
"8280","Tmprss11d"
"8281","Arrb1"
"8282","Apoa1"
"8283","Fam196a"
"8284","Zbtb16"
"8285","Glrx"
"8286","Kcnip4"
"8287","Bend4"
"8288","Shisa9"
"8289","Cltb"
"8290","Slc17a6"
"8291","Prune2"
"8292","Kcnh2"
"8293","Trpc7"
"8294","Dusp28"
"8295","Tmem266"
"8296","Rnf152"
"8297","Ung"
"8298","Gm17634"
"8299","Cdc14b"
"8300","Pip5k1b"
"8301","Kcnc1"
"8302","Exph5"
"8303","Atp6ap1l"
"8304","Scube2"
"8305","Tbx21"
"8306","Skap1"
"8307","Tmem28"
"8308","A930018M24Rik"
"8309","Myh8"
"8310","Lancl3"
"8311","Fstl5"
"8312","Gdf11"
"8313","A330050F15Rik"
"8314","Galnt14"
"8315","Ehd3"
"8316","Lhfp"
"8317","Gm38112"
"8318","Cbln1"
"8319","Lrrc55"
"8320","Kcnab3"
"8321","Nrsn2"
"8322","Dnajc9"
"8323","Gjd2"
"8324","Ttc39c"
"8325","Gm2694"
"8326","6430710C18Rik"
"8327","Tfap2c"
"8328","Cbln4"
"8329","Tepp"
"8330","Pard6b"
"8331","Zfp385b"
"8332","Neurod1"
"8333","Zfp804a"
"8334","Mmp24"
"8335","Dhrs3"
"8336","Inadl"
"8337","Hcfc1r1"
"8338","Astn2"
"8339","Rab26"
"8340","Pkib"
"8341","Flywch2"
"8342","Ctgf"
"8343","Rims3"
"8344","Ebf3"
"8345","Fam131c"
"8346","Ifitm10"
"8347","Trnp1"
"8348","Cbr1"
"8349","Grm1"
"8350","Ets2"
"8351","Csmd2"
"8352","1700023F06Rik"
"8353","Rcan2"
"8354","Cacng5"
"8355","Rab37"
"8356","Ddit3"
"8357","Hcn3"
"8358","Nxph4"
"8359","Vash2"
"8360","Chchd10"
"8361","Lhfpl5"
"8362","Trpc6"
"8363","Gria4"
"8364","Atp5c1"
"8365","Ntng1"
"8366","Scyl2"
"8367","1500026H17Rik"
"8368","Ppm1j"
"8369","Thsd7a"
"8370","Gpr12"
"8371","Vsnl1"
"8372","Kcna5"
"8373","Cerk"
"8374","Nipal2"
"8375","A230065H16Rik"
"8376","Cacng7"
"8377","Cdhr3"
"8378","Mrap2"
"8379","Fst"
"8380","Rerg"
"8381","Fam135a"
"8382","Gm16596"
"8383","Inafm1"
"8384","Txnrd3"
"8385","Sema3f"
"8386","Podxl2"
"8387","N4bp2l1"
"8388","Ogfrl1"
"8389","Rasa4"
"8390","Ankrd34c"
"8391","Scrt1"
"8392","Cux1"
"8393","Lsmem1"
"8394","Cux2"
"8395","Meis3"
"8396","Rbm19"
"8397","Dtx1"
"8398","Tmem132d"
"8399","Raf1"
"8400","Tmem40"
"8401","Khdrbs2"
"8402","Sctr"
"8403","Lama5"
"8404","Plekhh3"
"8405","Rdh5"
"8406","D230017M19Rik"
"8407","Smim3"
"8408","Pln"
"8409","Slc2a4"
"8410","Slc19a1"
"8411","Col18a1"
"8412","Olfml2a"
"8413","Prrx1"
"8414","Fam101a"
"8415","Rasd1"
"8416","Uba2"
"8417","Gm15408"
"8418","Ddit4l"
"8419","Impa2"
"8420","Tmem51os1"
"8421","Sncg"
"8422","Rasgrp2"
"8423","Ednra"
"8424","Tbx2"
"8425","Lpp"
"8426","Plxdc1"
"8427","Ano1"
"8428","Hspb2"
"8429","Gm7628"
"8430","Cald1"
"8431","Crispld2"
"8432","Rasl12"
"8433","Tpm1"
"8434","Sdc2"
"8435","Bsg"
"8436","Fas"
"8437","Srgn"
"8438","BC028528"
"8439","Rtp4"
"8440","Clec2d"
"8441","Wfdc1"
"8442","Pltp"
"8443","Vwa1"
"8444","Eogt"
"8445","B230307C23Rik"
"8446","Gtf2ird1"
"8447","Acot9"
"8448","Nynrin"
"8449","Ccdc12"
"8450","Ppp1r2"
"8451","Dlc1"
"8452","Trib2"
"8453","Nebl"
"8454","Kdm5c"
"8455","Ift172"
"8456","Cdk12"
"8457","Larp7"
"8458","Egflam"
"8459","Htr3a"
"8460","Kcns2"
"8461","Gatb"
"8462","Zfp68"
"8463","Ticam1"
"8464","Msra"
"8465","Vmac"
"8466","Dnajc8"
"8467","Lman1"
"8468","Zfp511"
"8469","Stc1"
"8470","Tsga10"
"8471","Zfp786"
"8472","Filip1"
"8473","Vav2"
"8474","Stx3"
"8475","Clk1"
"8476","Dld"
"8477","Ank1"
"8478","Far2"
"8479","Tmpo"
"8480","Rabgap1"
"8481","Creb3l2"
"8482","Trmt13"
"8483","Xrcc1"
"8484","Relb"
"8485","Etv6"
"8486","Maml3"
"8487","Exoc2"
"8488","Tbc1d8"
"8489","Bmpr2"
"8490","Agrn"
"8491","Gm43949"
"8492","Als2cl"
"8493","Elk4"
"8494","Zfp608"
"8495","Psmc3ip"
"8496","Pias4"
"8497","Gm11899"
"8498","Srd5a3"
"8499","Scarb1"
"8500","Bdp1"
"8501","Pappa"
"8502","Isy1"
"8503","Egln1"
"8504","Adgrg3"
"8505","Pwp2"
"8506","Gabpb1"
"8507","Gm26564"
"8508","Ppp1r12c"
"8509","Nop2"
"8510","Ncbp3"
"8511","Hyal1"
"8512","Pknox1"
"8513","Zc3h7a"
"8514","Spats2"
"8515","Gne"
"8516","Pdxk"
"8517","B3galnt2"
"8518","Rhebl1"
"8519","Stk38"
"8520","4930524J08Rik"
"8521","Dhx38"
"8522","Gm20696"
"8523","Rqcd1"
"8524","Rarg"
"8525","Aff1"
"8526","Lsm11"
"8527","Glmn"
"8528","Pkd2"
"8529","Cep89"
"8530","Slc16a14"
"8531","Brms1"
"8532","Maml2"
"8533","Cep57l1"
"8534","Exoc3l"
"8535","Isoc2a"
"8536","Tfb2m"
"8537","Cnot6l"
"8538","Igf1r"
"8539","Thoc5"
"8540","Frmd3"
"8541","Elof1"
"8542","C030017D09Rik"
"8543","Ccdc174"
"8544","Mtpap"
"8545","Stard8"
"8546","March7"
"8547","Zeb1"
"8548","Rad54l2"
"8549","Haus4"
"8550","Slc25a42"
"8551","Ifih1"
"8552","Hsf2"
"8553","Ogt"
"8554","Galnt7"
"8555","Mkrn2"
"8556","Mss51"
"8557","Diaph2"
"8558","Sp6"
"8559","Capn7"
"8560","Jag2"
"8561","Lrrc8c"
"8562","Emd"
"8563","Phf6"
"8564","C230035I16Rik"
"8565","Mocos"
"8566","Sipa1l3"
"8567","Zfp422"
"8568","Coil"
"8569","Lama2"
"8570","Cish"
"8571","Pcf11"
"8572","Lgals7"
"8573","Ccne2"
"8574","Btbd19"
"8575","Calr3"
"8576","Uhrf2"
"8577","Dhx33"
"8578","Dgcr14"
"8579","Itpkb"
"8580","Tsc22d1"
"8581","Klf4"
"8582","Rhoj"
"8583","Acer2"
"8584","Ptp4a3"
"8585","Wasf2"
"8586","Col5a3"
"8587","Slc39a10"
"8588","Lims1"
"8589","Rgs3"
"8590","Dpagt1"
"8591","Axin2"
"8592","Nid1"
"8593","Ptprr"
"8594","Pald1"
"8595","Slc9a3r2"
"8596","Smco4"
"8597","C130074G19Rik"
"8598","Ece1"
"8599","Akap2"
"8600","Casp7"
"8601","Ccdc85b"
"8602","Myo1b"
"8603","Luzp1"
"8604","Slc31a1"
"8605","Casp6"
"8606","Pqlc1"
"8607","Ptbp1"
"8608","Usp53"
"8609","Arhgap29"
"8610","Rhod"
"8611","Sh3d21"
"8612","Eva1b"
"8613","Arl4a"
"8614","Hmg20b"
"8615","Itih5"
"8616","Rnf213"
"8617","Pomp"
"8618","N4bp3"
"8619","Msrb2"
"8620","Tcf3"
"8621","Slc7a1"
"8622","Notch3"
"8623","Sik1"
"8624","Cav2"
"8625","Vangl1"
"8626","Sparc"
"8627","4930523C07Rik"
"8628","Kitl"
"8629","Ggt1"
"8630","Ccnd1"
"8631","Notch1"
"8632","Csrp2"
"8633","Dock6"
"8634","Snx3"
"8635","Ebf1"
"8636","Syde1"
"8637","Lama4"
"8638","Ehd2"
"8639","Tgfbr2"
"8640","Dach1"
"8641","Zfand3"
"8642","Net1"
"8643","Ablim1"
"8644","Fry"
"8645","Slc16a1"
"8646","Mier1"
"8647","Mfsd2a"
"8648","Slco1c1"
"8649","Rassf1"
"8650","Zak"
"8651","Maoa"
"8652","Adgre5"
"8653","Sgms1"
"8654","Zbtb46"
"8655","H2afv"
"8656","Ccdc102a"
"8657","Cgnl1"
"8658","Gnai2"
"8659","Igfbp7"
"8660","Fermt2"
"8661","Zic3"
"8662","Bok"
"8663","Slc16a2"
"8664","2010111I01Rik"
"8665","Tbkbp1"
"8666","Crip2"
"8667","Limd1"
"8668","Fam219b"
"8669","Sod3"
"8670","Actn4"
"8671","Sema7a"
"8672","St8sia4"
"8673","Cobll1"
"8674","Pls3"
"8675","Ucp2"
"8676","Ajuba"
"8677","Dap"
"8678","Eif3f"
"8679","Ssfa2"
"8680","Prex2"
"8681","Cxcl12"
"8682","Hnrnpf"
"8683","Itgb1"
"8684","Nrp1"
"8685","Oaz2"
"8686","Sgpp2"
"8687","1110034G24Rik"
"8688","Ccser2"
"8689","Rras"
"8690","Bcl2l12"
"8691","Vcl"
"8692","Sema3g"
"8693","Kif5b"
"8694","Svil"
"8695","9430020K01Rik"
"8696","Oasl2"
"8697","Ptprg"
"8698","Ctnna1"
"8699","Tjp1"
"8700","Slc6a6"
"8701","Tnfaip1"
"8702","Art3"
"8703","Tgm2"
"8704","Uba7"
"8705","Arpc3"
"8706","Tns2"
"8707","Ctdsp1"
"8708","Ctnnd1"
"8709","Rai14"
"8710","Wwtr1"
"8711","Tdrp"
"8712","Lats2"
"8713","Epas1"
"8714","Nedd9"
"8715","Myl12a"
"8716","Nos3"
"8717","Max"
"8718","Meox1"
"8719","Fam129b"
"8720","Isg15"
"8721","Triobp"
"8722","Cdc42ep3"
"8723","Myl6"
"8724","Spock2"
"8725","S1pr3"
"8726","Tmem184b"
"8727","Ggta1"
"8728","Ptrf"
"8729","Dab2ip"
"8730","Eng"
"8731","Rit1"
"8732","Hip1"
"8733","Gjc1"
"8734","Fam43a"
"8735","2210013O21Rik"
"8736","Kctd12b"
"8737","Pitpnc1"
"8738","Mtus1"
"8739","Irf9"
"8740","Tprgl"
"8741","Ifitm3"
"8742","Lamc1"
"8743","Pdzd2"
"8744","Tfrc"
"8745","Efna1"
"8746","Tmem51"
"8747","Tmsb4x"
"8748","Gbe1"
"8749","Pth1r"
"8750","Gcnt2"
"8751","Golim4"
"8752","6820408C15Rik"
"8753","Cdk2"
"8754","Gpr108"
"8755","Timm21"
"8756","Gosr2"
"8757","Dcaf10"
"8758","Shb"
"8759","Med4"
"8760","4933427D14Rik"
"8761","Slc39a1"
"8762","D130020L05Rik"
"8763","BC016548"
"8764","Nkx3-1"
"8765","0610010K14Rik"
"8766","Tgfb2"
"8767","A930033H14Rik"
"8768","Ctns"
"8769","Itpr3"
"8770","Gpr137b-ps"
"8771","Plcb4"
"8772","Kirrel"
"8773","Baz2a"
"8774","Tmem8"
"8775","Mcoln1"
"8776","Foxo1"
"8777","Sdcbp"
"8778","Nr2f6"
"8779","Ghr"
"8780","Thnsl2"
"8781","Trim25"
"8782","Klre1"
"8783","Gadd45a"
"8784","Gm10501"
"8785","Cubn"
"8786","Ankrd37"
"8787","Nek1"
"8788","Egfl8"
"8789","Dnajc1"
"8790","Gfra1"
"8791","Tmem209"
"8792","Wdsub1"
"8793","Gtf2e2"
"8794","Dpyd"
"8795","Exoc3l4"
"8796","3010003L21Rik"
"8797","Ifi35"
"8798","Tnfrsf19"
"8799","Fhod1"
"8800","Rdm1"
"8801","Yap1"
"8802","Cep57"
"8803","Pigh"
"8804","Nod1"
"8805","Skp2"
"8806","Tmtc2"
"8807","9530026P05Rik"
"8808","Mcf2l"
"8809","Birc3"
"8810","Msh2"
"8811","Shroom4"
"8812","Decr1"
"8813","Ripk2"
"8814","Plekhh2"
"8815","Prox2"
"8816","Spsb2"
"8817","Frmd6"
"8818","Oma1"
"8819","Mical1"
"8820","Traf3ip2"
"8821","Acp1"
"8822","Tph1"
"8823","Dhh"
"8824","Dtx3l"
"8825","Prdm1"
"8826","Ccpg1os"
"8827","Sun2"
"8828","Lhpp"
"8829","Iqgap1"
"8830","Gtpbp1"
"8831","Cxcr4"
"8832","Tmem106c"
"8833","Creld2"
"8834","Git2"
"8835","Fbxl6"
"8836","Tmem53"
"8837","Trim34a"
"8838","Gmeb1"
"8839","Fadd"
"8840","2410080I02Rik"
"8841","Ccdc8"
"8842","D630033O11Rik"
"8843","Cyth3"
"8844","Ttk"
"8845","Col2a1"
"8846","Kcnq1"
"8847","Cdkn2c"
"8848","Fam217a"
"8849","Bcl2"
"8850","Lnpep"
"8851","Pnpla2"
"8852","Slc26a1"
"8853","Hbp1"
"8854","Nampt"
"8855","A830019P07Rik"
"8856","AU020206"
"8857","Zfp768"
"8858","Ankrd42"
"8859","Fam114a1"
"8860","Gm10399"
"8861","Zfand6"
"8862","Rsf1"
"8863","Kctd14"
"8864","AW011738"
"8865","Perm1"
"8866","Mcm9"
"8867","1700048O20Rik"
"8868","Klhl25"
"8869","Noxo1"
"8870","Irgm1"
"8871","Nbeal1"
"8872","Ccnb2"
"8873","BC106179"
"8874","Cyp2d22"
"8875","Srcap"
"8876","Vsig10"
"8877","Hscb"
"8878","Pole4"
"8879","Ptov1"
"8880","A230005M16Rik"
"8881","Tpx2"
"8882","Rfc3"
"8883","Racgap1"
"8884","Cdk4"
"8885","Synpo2"
"8886","Fen1"
"8887","Cpne2"
"8888","Tnnc2"
"8889","Rnf149"
"8890","Trim29"
"8891","Erbb2"
"8892","Rhbdf1"
"8893","Kifc1"
"8894","Aloxe3"
"8895","Cntln"
"8896","Gm9925"
"8897","Dlx6os1"
"8898","Col11a1"
"8899","Casc5"
"8900","Kin"
"8901","Srsf3"
"8902","Ctnnbl1"
"8903","Gm11508"
"8904","Cct3"
"8905","Ttc12"
"8906","Rbm46"
"8907","Slc25a15"
"8908","Hormad2"
"8909","9430041J12Rik"
"8910","Btf3"
"8911","Gucy2f"
"8912","Spon2"
"8913","Cdca3"
"8914","Zar1"
"8915","Ppp1cc"
"8916","Nelfb"
"8917","Fndc7"
"8918","Btbd11"
"8919","Fam109a"
"8920","Serpine2"
"8921","Gpld1"
"8922","Mmadhc"
"8923","Pde5a"
"8924","E2f8"
"8925","Psma3"
"8926","Blzf1"
"8927","Fam124a"
"8928","Mme"
"8929","A630072M18Rik"
"8930","Zfp335os"
"8931","Dnajc21"
"8932","Rbpjl"
"8933","Mcm7"
"8934","Zpld1"
"8935","Nol3"
"8936","Lrrc23"
"8937","Crlf3"
"8938","Sema4b"
"8939","Arpin"
"8940","Rmdn2"
"8941","Pex11a"
"8942","Slc5a11"
"8943","Fam198a"
"8944","Cln3"
"8945","Ren1"
"8946","Mta3"
"8947","Lgals2"
"8948","Nadk"
"8949","Ilkap"
"8950","Aldh1a3"
"8951","Eci2"
"8952","Tctex1d2"
"8953","C2cd4d"
"8954","Fut10"
"8955","Abca5"
"8956","Galnt10"
"8957","Cnot10"
"8958","Pigv"
"8959","Lyrm5"
"8960","Hunk"
"8961","Eva1c"
"8962","Fmo5"
"8963","Hdac4"
"8964","Col4a4"
"8965","Tlk2"
"8966","Lyrm1"
"8967","Zmat4"
"8968","Dscaml1"
"8969","Oard1"
"8970","Slc35g2"
"8971","Lrrc27"
"8972","Phf12"
"8973","Ash2l"
"8974","Fxyd6"
"8975","Nupr1l"
"8976","Dtwd1"
"8977","AI987944"
"8978","Pofut2"
"8979","Kcnn1"
"8980","Cep41"
"8981","Qtrt1"
"8982","Prtn3"
"8983","Dnah8"
"8984","Rfxank"
"8985","Slc37a1"
"8986","Col22a1"
"8987","Gdpd4"
"8988","Eepd1"
"8989","Gm12688"
"8990","Nhej1"
"8991","Ahcyl2"
"8992","Kcnk10"
"8993","Leng9"
"8994","Gm26541"
"8995","Med23"
"8996","Gm10642"
"8997","BC052040"
"8998","Mrpl52"
"8999","Fam50a"
"9000","Zfp940"
"9001","Iqub"
"9002","Idh3g"
"9003","Acot5"
"9004","Col27a1"
"9005","Ccdc60"
"9006","2700046G09Rik"
"9007","Fam181b"
"9008","Raet1e"
"9009","Ppa1"
"9010","4931406C07Rik"
"9011","Evc"
"9012","E430024P14Rik"
"9013","Efnb1"
"9014","Usp12"
"9015","Ybx2"
"9016","Lrrc51"
"9017","Ddah2"
"9018","Pik3ip1"
"9019","Fasn"
"9020","Spa17"
"9021","Zbtb12"
"9022","Zfp961"
"9023","Hic2"
"9024","Lamtor3"
"9025","Dpy19l4"
"9026","Chac1"
"9027","Afap1l2"
"9028","Arvcf"
"9029","Crlf1"
"9030","Fam213a"
"9031","Sepp1"
"9032","Slc25a35"
"9033","Psmb11"
"9034","Sfrp5"
"9035","Glo1"
"9036","Paqr6"
"9037","Sox6os"
"9038","Col5a2"
"9039","Mia"
"9040","Chodl"
"9041","Mmd2"
"9042","Sntb1"
"9043","Bricd5"
"9044","Mboat2"
"9045","Slc27a1"
"9046","Cd200"
"9047","Arhgef16"
"9048","Myoz1"
"9049","Shisa2"
"9050","Cpne8"
"9051","Cyp1b1"
"9052","Thrsp"
"9053","Qpct"
"9054","Fabp7"
"9055","Sgcd"
"9056","Gsap"
"9057","RP23-394F19.1"
"9058","Cyp2j6"
"9059","Fbln2"
"9060","6030407O03Rik"
"9061","Gm13869"
"9062","Itga7"
"9063","Tmem198b"
"9064","Mmp19"
"9065","Snhg18"
"9066","Gipc2"
"9067","Apod"
"9068","Alx3"
"9069","Sat1"
"9070","Hadhb"
"9071","Gpsm2"
"9072","Snx29"
"9073","Hmgcs2"
"9074","Phgdh"
"9075","Rgcc"
"9076","Mxi1"
"9077","Gm4755"
"9078","Vstm4"
"9079","Dbi"
"9080","Lpar3"
"9081","Gm16548"
"9082","Mdk"
"9083","Fndc1"
"9084","Nme7"
"9085","Trp63"
"9086","2310022B05Rik"
"9087","Mybpc1"
"9088","Mest"
"9089","Ptn"
"9090","Ifi27"
"9091","Cnn3"
"9092","Nrarp"
"9093","Abca8a"
"9094","Hpdl"
"9095","Fuca1"
"9096","Cyp39a1"
"9097","Gm26870"
"9098","Prdx1"
"9099","Angptl4"
"9100","Acot1"
"9101","Alx4"
"9102","Thbs2"
"9103","Dgat2l6"
"9104","Zfp42"
"9105","Utp14b"
"9106","Wdr60"
"9107","Ttc34"
"9108","Wdr45"
"9109","Raet1d"
"9110","Prkag3"
"9111","Atpaf1"
"9112","Sfmbt2"
"9113","Calr4"
"9114","Zfp952"
"9115","Sel1l2"
"9116","Ptch2"
"9117","5330434G04Rik"
"9118","Apol8"
"9119","Ide"
"9120","Fam117a"
"9121","Gm26894"
"9122","Kif6"
"9123","Adra1a"
"9124","Mcm4"
"9125","Ralgps2"
"9126","Ahr"
"9127","Pcdhb3"
"9128","Rpp25"
"9129","Hgf"
"9130","Acvr1c"
"9131","Coq7"
"9132","Nr4a2"
"9133","Amn"
"9134","Cacna2d2"
"9135","A230083G16Rik"
"9136","Homer2"
"9137","Slc6a3"
"9138","Abat"
"9139","Plppr5"
"9140","Slc35d3"
"9141","Cacnb2"
"9142","Ret"
"9143","Iqsec3"
"9144","Lypla2"
"9145","Lgr5"
"9146","Tcerg1l"
"9147","Grm4"
"9148","Dnajc12"
"9149","Whrn"
"9150","Pcbd1"
"9151","Cirbp"
"9152","Asic4"
"9153","E530001K10Rik"
"9154","Lrrc3b"
"9155","Grip2"
"9156","Prkg2"
"9157","Htr7"
"9158","Ptpro"
"9159","Gm26902"
"9160","Fam20c"
"9161","Slc32a1"
"9162","Nap1l5"
"9163","Kctd8"
"9164","Oprk1"
"9165","Tcap"
"9166","Tle2"
"9167","Pvalb"
"9168","Cyth1"
"9169","Grm2"
"9170","Tmtc4"
"9171","Pnoc"
"9172","Cst12"
"9173","Inpp4b"
"9174","Il1rapl2"
"9175","Zcchc16"
"9176","Mdga1"
"9177","Ankrd6"
"9178","Igsf9"
"9179","1700011I03Rik"
"9180","Baiap2l2"
"9181","Klhl1"
"9182","Cndp1"
"9183","Spock3"
"9184","Gm38165"
"9185","Adamts19"
"9186","Baiap3"
"9187","Rasl11b"
"9188","Ube2e3"
"9189","Lrp1b"
"9190","Gm29340"
"9191","Hs3st5"
"9192","Thsd7b"
"9193","Selm"
"9194","Sntg2"
"9195","Bend7"
"9196","Galm"
"9197","Lgr6"
"9198","Fam126a"
"9199","Stxbp6"
"9200","Epha6"
"9201","Rxrg"
"9202","Hdac9"
"9203","Dync1i1"
"9204","Map3k1"
"9205","Phactr2"
"9206","Henmt1"
"9207","9330158H04Rik"
"9208","Lca5l"
"9209","Cdr1"
"9210","Fam102b"
"9211","Scg2"
"9212","Meis1"
"9213","Tiam1"
"9214","Akr1c18"
"9215","Zfp467"
"9216","Tuba8"
"9217","Grb2"
"9218","Rragd"
"9219","Gng4"
"9220","Vwc2"
"9221","Tnni3"
"9222","Map2k1"
"9223","Ap1s2"
"9224","Cntnap3"
"9225","Prdm9"
"9226","Apela"
"9227","Ror1"
"9228","Gm26601"
"9229","Gm29260"
"9230","D630039A03Rik"
"9231","Pdcd2"
"9232","Papd5"
"9233","Stk38l"
"9234","Mei1"
"9235","Gm11744"
"9236","Stac3"
"9237","RP23-446E13.1"
"9238","Cdh15"
"9239","Pdss1"
"9240","Ndufaf5"
"9241","Gm15396"
"9242","Micalcl"
"9243","Shcbp1l"
"9244","Ttf2"
"9245","Tamm41"
"9246","B230398E01Rik"
"9247","Dhx32"
"9248","Phtf1os"
"9249","Gm29595"
"9250","A330017A19Rik"
"9251","BC089491"
"9252","Gm29666"
"9253","2610037D02Rik"
"9254","C1ql2"
"9255","Naa35"
"9256","Kcnk3"
"9257","Slc7a6"
"9258","Ampd3"
"9259","Sec14l1"
"9260","Kcnip1"
"9261","Lrrc2"
"9262","Bex4"
"9263","Serf1"
